뉴스 식별자,일자,언론사,기고자,제목,통합 분류1,통합 분류2,통합 분류3,사건/사고 분류1,사건/사고 분류2,사건/사고 분류3,인물,위치,기관,키워드,특성추출(가중치순 상위 50개),본문,URL,분석제외 여부
02100501.20201111174700001,20201111,파이낸셜뉴스,파이낸셜뉴스,바이든 승리에 백신 기대감까지 채권금리 더 오른다,경제>외환, 경제>증권_증시, 국제>미국_북미,,,,"바이든,조 바이든,소병,도널드 트럼프","상,독일,미국,경기,상원,장악,미","바이오엔테크,민주당,백악관,금융투자협회,공화당,NH선물,화이자","바이,승리,백신,기대감,채권금리,기대감,부양책,하락,채권,가격,소식,백신,효과,안전,자산,선호,심리,기업,가계대출,금리,이슈,미국,대선,일단락,금리,채권,부양책,공약,후보,선언,대선,승리,채권,매도,하락,채권,가격,상승,채권,금리,의미,코로나백신,기대감,코로나백신,안전자산,선호도,하락,채권,가치,금융,투자,협회,지난달,수준,0.881%,국고채,금리,7.8,기준,7.8,bp,1bp,0.01%,포인트,상승,0.959%,기간,금리,1.479%,1.568%,결과,미국,대선,초기,개표,대통령,도널드,트럼프,유리,진행,소식,국고채,금리,이달,하락,연속,당선,바이든,후보,유력시,반등,당선인,공약,부양책,경기,일환,규모,적자국채,발행,재개,경계감,채권,가격,민주당,백악관,하원,장악,블루웨이브,가능,채권전문가들,민주당,상원,장악,규모,부양,법안,가능성,금리,급등,시장,5일,내년,결과,조지아,선거구,결선,투표,블루웨이브,여부,결판,예상,공화당,상원,차지,공화당,당선인,부양책,저지,채권,금리,상승,상승,반납,여지,화이자,미국,제약사,독일,바이오엔테크,코로나,백신,효과,소식,채권,금리,소병,NH,선물,연구원,미국,국채,수익,화이자,코로나19,백신,대상,임상,90%,예방,효과,급등,미국,벤치마크,10년,금리,0.97%,고점,설명,시장,백신,호재,백신,바이든,후보,선언,대선,승리,정치적,미국채권,우리나라,국고채,금리,상승,예상,국고채,금리,국채,상관관계,동조,현상,시장,기업들,조달금리,금리,가계,대출,가능성,목소리,3년,회사채,AA-,금리,10월,2.221%,이달,2.254%,기간,양도,예금증서,CD,91일,금리,0.63%,0.66%,상승,CD,금리,주택담보대출,기업대출,적용,금리,사용,만큼,시장,지표","미국,부양책,국고채,기대감,블루웨이브,연구원,선거구,조지아,민주당,안전자산,화이자,공화당,가능성,당선인,바이든,코로나백신","대규모 부양책 기대감에 
채권 가격 하락 부추겨 
화이자 백신 효과 소식에 
안전자산 선호심리 낮아져 
기업 가계대출 금리도 오를듯 

 

 

 
 
 
 
 
 
 미국 대선 이슈가 일단락되면서 국내 채권 금리가 빠르게 오르고 있다. 대규모 부양책을 공약으로 내걸었던 조 바이든 후보의 대선 승리 선언으로 채권 매도세가 강해졌기 때문이다. 채권 가격..",http://www.fnnews.com/news/202011101746249808,
02100201.20201110223740001,20201110,머니투데이,김주동|기자,"화이자 소식에? 푸틴 ""러시아 코로나백신 3개 다 효과적""",국제>러시아, 국제>일본,,,,,"푸틴,블라디미르 푸틴","미국,러시아","로이터통신,RIA통신,상하이협력기구(SCO),화이자,러시아","소식,푸틴,러시아,코로나백신,효과적,블라디미르,푸틴,러시아,대통령,백신,등록,자국,백신,효과적,로이터통신,10일,현지시간,RIA통신,인용,푸틴,대통령,보도,푸틴,대통령,이날,상하이협력기구,SCO,화상,정상,회의,2개,백신,등록,등록,번째,백신,백신,안전,부작용,효과,얘기,나라들,백신,협력,준비,정치화,촉구,러시아,임상,시험,스푸트니크,코로나19,백신,세계,공식,등록,10월,번째,등록,푸틴,대통령,발언,화이자,미국,제약,회사,9일,백신,후보,물질,예방률,임상,시험,결과,예방,90%","푸틴,러시아,코로나19,미국,코로나백신,블라디미르,상하이협력기구,정치화,나라들,화이자,로이터통신,부작용,예방률,2개,스푸트니크,ria,ria통신,sco,백신,등록,대통령,효과,임상,시험,화상,결과,효과적,시간,현지","[머니투데이 김주동 기자] 블라디미르 푸틴 러시아 대통령이 조만간 세 번째 자체 개발 코로나19 백신이 등록될 것이라면서, 자국의 백신이 모두 효과적이라고 밝혔다.

로이터통신은 10일(각 현지시간) RIA통신을 인용해 푸틴 대통령이 이같이 말했다고 보도했다. 

이에 따르면 푸틴 대통령은 이날 상하이협력기구(SCO) 화상 정상회의에서 ""이미 2개의 백..",http://news.moneytoday.co.kr/view/mtview.php?no=2020111022343283776&type=2,
01100501.20201110193003001,20201110,문화일보,최재규,"정부, 코로나백신 내년 하반기 국내 접종 목표",사회>의료_건강,,,,,,권준욱,"독일,미국","바이오엔테크,정부,코백스,중앙방역대책본부,화이자","정부,코로나백신,내년,접종,국제기구,백신,확보,부작용,관찰,준비,보완,정부,감염증,신종,코로나바이러스,코로나19,백신,내년,접종,실무적,준비,계획,화이자,미국,제약사,독일,바이오엔테크,백신,코로나19,예방,90%,효과,결과,임상,시험,중간,결과,입장,권준욱,중앙,방역,대책,본부,방대본,2부,본부장,브리핑,정례,질문,국제기구,백신,확보,동시,국가,부작용,전문가,접종전략,수정,보완,콜드체인,저온유통,완비,내년,시점,확보,부본부장,실무적,준비,중요,접종,이상반응,모니터링,생각,설명,부본부장,회사,임상,시험,결과,국가,연내,접종,시작,판단,백신,나라,접종상황,침착,판단,부연,부본부장,화이자,임상,결과,최종,결과,결과,만큼,최종,주시,입장,연령대별,효과,치명률,60대,기저질환,지병,방어율,백신,배출,바이러스양,관심,부작용,중요,설명,정부,코로나19,백신,협력,국제,확보,방안,글로벌,제약사,개별적,계약,투트랙,전략,추진,부본부장,우리나라,국민,20%,코로나19,백신,내년,확보,코백스,퍼실리티,COVAX,facility,확약서,지난달,제출,선급금,지불,회사,백신,선택,후보지,글로벌,제약사,양자,협의,양자,코로나19,백신,선확보,노력,막바지,진행,임상3상,돌입,기관,대화,논의","부본부장,코로나19,제약사,부작용,화이자,권준욱,코로나바이러스,미국,국제기구,퍼실리티,facility,기저질환,방대본,저온유통,60대,2부,본부장,방어율,선급금,확약서,치명률,바이러스양,투트랙,연령대,콜드체인","국제기구 통해 백신 확보 부작용 관찰 등 시스템 보완 준비



정부는 신종 코로나바이러스 감염증(코로나19) 백신이 개발될 경우 내년 하반기 국내 접종을 목표로 실무적인 준비를 하겠다는 계획이다. 이는 미국 제약사 화이자와 독일 바이오엔테크가 개발 중인 백신이 코로나19 예방에 90%의 효과가 있다는 임상시험 중간 결과 발표에 따른 입장이다.



권..",http://www.munhwa.com/news/view.html?no=20201110MW192706370545,
02100801.20201110163042002,20201110,아시아경제,권재희,"트럼프, 화이자 코로나19 백신 발표에 ""정치적 이유!""",정치>선거, 국제>미국_북미, 정치>청와대,,,,"트럼프,조 바이든,도널드 트럼프","미국,대선,미","FDA,민주당,식품의약국,트위터,화이자","트럼프,코로나19,백신,정치적,도널드,트럼프,미국,대통령,9일,현지시간,트위터,화이자,제약사,신종,코로나바이러스,감염증,코로나19,백신,효과,정치적,대선,주장,제기,대통령,이날,트럼프,트위터,화이자,곳들,대선,백신,용기,식품,FDA,정치적,목숨,강조,대선,재선,트럼프,대통령,선거,코로나백신,승부처,결정,화이자,임상시험,임상,시험,예방효과,90%,중간결과,대선일,6일,민주당,후보,승리,선언,이틀,대통령,트럼프,백신,환영,트윗,180도,트럼프,대통령,바이든,대통령,백신,4년,FDA,정도,승인,관료주의,목숨,주장,FDA,민주당,선거,백신,성공,닷새","화이자,민주당,코로나19,임상시험,승부처,제약사,fda,관료주의,트위,도널드,대선일,중간결과,예방효과,트윗,코로나바이러스,의약국,감염증,코로나백신,시간date,180도,곳들,미국,바이든,백신,트럼프,대통령,대선,선거,효과,목숨,주장,정치적,정치","[아시아경제 권재희 기자] 도널드 트럼프 미국 대통령이 9일(현지시간) 트위터를 통해 미 제약사 화이자의 신종 코로나바이러스감염증(코로나19) 백신 효과가 ""정치적 이유"" 때문에 대선 이후에 발표됐다는 주장을 제기했다. 
 
이날 트럼프 대통령은 트위터에 ""내가 이전부터 말했듯 화이자와 다른 곳들은 대선 이후에 백신을 발표했다""며 ""왜냐하면 그들은 이전..",http:www.asiae.co.kr/article/2020111016314131129,
01100301.20201110124655003,20201110,내일신문,성홍식,코로나백신 + 트럼프 퇴장 → 세계경제 반등?,경제>국제경제, 국제>일본, 국제>미국_북미,,,,"트럼프,바이든","미국,중국,경기,장악","CNBC방송,민주당,해치어스,유럽,중앙은행,중국,골드만삭스,골드만,세계경제,공화당,화이자","코로나백신,트럼프,퇴장,세계,경제,반등,감염증,신종,코로나바이러스,코로나19,백신,미국,대선,바이든,승리,세계,경제,반등,시나리오,현실,가능성,코로나19,위축,세계,경제,백신,계기,속도,회복,전망,보호무역주의,세계교역,찬물,트럼프,대통령,역동성,세계,경제,역동,CNBC,방송,골드만삭스,주말,공개,보고서,내년,세계,경제,전망,일반적,관측,세계,경제,가능성,회복,가능,전망,골드만삭스,계기,세계,경제,반등,백신개발,당선,실제,미국,제약,메이저,화이자,9일,현지시간,코로나19,백신,임상,시험,면역효과,90%,폭등세,이날,주식,시장,민주당,재정,정책,어젠,트럼프,대통령,공화당,추가,경기,부양책,현실화,가능성,판단,보고서,상원,공화당,장악,가능성,민주당,경기,부양책,걸림돌,내년,바이든,대통령,취임식,1조,달러,규모,경기부양책,보고서,작성,주도,이코노미스트,해치어스,골드만,수석,이코노미스트,미국,유럽,코로나19,부분적,봉쇄,재개,경제활동,억제,단서,골드만,보고서,세계,총생산,GDP,성장률,마이너스,3.9%,시장,일반적,관측,내년,6%,5.2%,시장,예상,5.2%,0.8%,전망치,성장,전망,4.6%,제시,3.7%,시장,전망,3.7%,1%p,예상,보고서,내년,백신,승인,얼마,접종,성장률,4분기,내년,분기,주요국,중앙은행,전망,회복,기대감,골드만,중앙은행들,완화,통화,정책,지속,금리,인상,2025년,시작,전망,코로나19,수준,회복,중국,신용,재정,부양,지속,하치우스,수석이코노미스트,지적,중국,지도부,가속,페달,성장,둔화,전망","코로나19,보고서,골드만,미국,성장률,바이든,가능성,전망치,화이자,중국,경기부양책,어젠,공화당,골드만삭스,부양책,중앙은행,민주당,주요국,코로나바이러스,중앙은행들","신종 코로나바이러스 감염증(코로나19) 백신 개발과 미국 대선에서 조 바이든이 승리하면서 세계 경제의 'V자 반등' 시나리오가 현실이 될 가능성이 높아졌다는 분석이 나왔다. 
 
코로나19로 위축된 세계 경제가 백신 개발을 계기로 빠른 속도로 회복될 것이란 전망이다. 여기에 보호무역주의로 세계교역에 찬물을 끼얹었던 트럼프 대통령이 패함에 따라 세계 경제..",http://www.naeil.com/news_view/?id_art=367126,
01100501.20201110122004003,20201110,문화일보,김보름,"< World Exchange Now >코로나백신 희소식에 다우, 2.95% 급등",경제>증권_증시, 경제>외환, 경제>부동산,,,,,"미국,뉴욕,비대면,한국,아마존","한국거래소,S-Oil 10% ↑,아메리칸,화상회,하나투어,카카오,네이버,진에어,다우존스,모두투어,넷플릭스,스탠다드앤드푸어스,화이자,애플,뉴욕증권거래소,NYSE,SK이노베이션,S&P,언택트株,대한항공,S-Oil","희소식,World,Exchange,코로나백신,2.95%,급등,선박,코로나,신음,항공,폭등,넷플릭스,언택트,하락,코스피선,대한항공,12%,상승,투어,S-Oil,10%,미국,뉴욕,증시,지수,감염증,신종,코로나바이러스,코로나19,백신,기대감,백신,전반적,상승,호재,백신,관련주,그동안,탄력,중심,나스닥,지수,하락,한국,증시,상승세,연속,언택트주,하락,흐름,동조,업종,대표,콘택트,항공,관광,업종,급등세,9일,현지시간,뉴욕증권거래소,NYSE,다우존스,산업,평균,지수,전장,834.57포인트,2.95%,급등,29157.97,거래,스탠다드앤드푸어스,S&P,지수,전장,41.06포인트,1.17%,3550.50,나스닥,지수,181.45포인트,1.53%,하락,11713.78,마감,코로나19,백신,소식,주식,희비,코로나19,백신,90%,예방률,주가,7.69%,상승,그동안,코로나19,직격탄,선박,항공업종,폭등세,기록,크루즈,선사,카니발,코퍼레이션,39%,급등,39%,아메리칸,항공,15%,화상,회의,기업,17%,폭락,넷플릭스,8%,아마존,애플,5%,,가량,하락,한국,증시,기대감,코로나19,백신,상승,랠리,한국,거래소,10시,코스피,거래일,5.12포인트,0.21%,상승,2452.32,기록,대한항공,12.39%,진에어,10.65%,하나투어,11.40%,투어,10.34%,급등세,그동안,주가,부진,S-Oil,10.19%,SK이노베이션,2.55%,정유,업종,상승,국면,코로나19,반사이익,주가,네이버,4.19%,카카오,3.50%,약세,개인,2881억,매수,기관,외국인,순매도,물량,2090억,828억,이날,코스피,시가,총액,1727조,역대,최대,경신,최대,기록,1688조,시가,총액,코스닥,843.30,거래일,7.91포인트,0.93%","코로나19,그동안,코스피,넷플릭스,거래일,대한항공,한국,급등세,미국,네이버,언택트주,코로나바이러스,코로나,코스피선,기대감","코로나 신음 선박 항공 폭등 

넷플릭스 등 언택트株는 하락 



코스피선 대한항공 12% 상승 

하나투어 11% S-Oil 10% ↑



 미국 뉴욕증시에서 주요 지수가 신종 코로나바이러스 감염증(코로나19) 백신 개발 기대감으로 전반적으로 큰 폭 상승했다. 반면 백신 호재에 그동안 비대면 관련주로 탄력받았던 기술주 중심의 나스닥 지수는 하락했다..",http://www.munhwa.com/news/view.html?no=2020111001072303351001,
02100101.20201110112951001,20201110,매일경제,김인오,코로나백신 `게임 체인저` 등장에 日엔화 급락 뉴욕증시 신흥국 달러 ETF↑,경제>외환, 경제>증권_증시,,,,,에드,"독일,미국,일본,서울,중국,경기,뉴욕,뉴욕증,한국,신흥국","미국 식품의약국,아이사,위즈덤트리,NYMEX,FDA,미국,민주당,스트레티지 ETF,아이쉐어즈,로이터통신,워런 버핏 버크셔해서웨이,배릭골드,화이자,미국 재무부,UUP,정부,CEW,오안드,뉴욕 상품거래소,SPDR골드쉐어즈,IAU,커런시쉐어즈,TD증권","체인저,코로나백신,게임,등장,엔화,급락,뉴욕증시,신흥국,달러,ETF,중국발,코로나바이러스,COVID-,재확산,백신,긴급,사용,승인,요청,소식,하루,가치,일본,엔화,급락,가치,미국,달러화,미국,화이자,독일,바이오N테크,공동,코로나바이러스19,COVID-,백신,효과,90%이상,미국,식품,의약국,FDA,백신,긴급,사용,승인,요청,기점,투자자들,위험,자산,선호,성향,결과,민주당,당선자,승리,선언,글로벌,투자,자금,뉴욕,증시,가능성,미국,달러화,가치,반등,가능,서학개미,미국,주식,투자,한국,투자자,환전,타이밍,분위기,9일,현지시간,뉴욕증시,가치,일본,엔화,추종,상장지수펀드,ETF,인베스코,커런시쉐어즈,트러스트,FXY,1.94%,89.69달러,거래,글로벌,외환,시장,안전,자산,역할,엔화,가치,3월,수준,사상,최저,결과,투자자,미국,달러화,신흥국,통화,ETF,시세,ETF,이날,인베스코,DB,미국,달러,인덱스,UUP,0.64%,25.05달러,마감,상승세,UUP,3월,우하향,곡선,이달,24.89달러,거래,최저치,엔화,가치,달러화,가치,백신,금리,인상,유발,만큼,회복세,미국,경제,자극,투자자들,예상,반영,결과,TD증권,마젠,아이사,선임,외환,시장,전략가,미국,나라,경제,이례적,회복세,자본,미국,유입,의미,시즌,미국,대선,외환,엔화,롱포지션,거래자들,엔화,언급,롱포지션,선물,시장,가치,자산,베팅,투자,방식,미국,달러화,가치,0.57%,주요국,통화,바스켓,대비,0.57%,92.70,기록,3월,2.2%,가량,달러화,가치,92.12,10주,최저치,기록,대비,분위기,로이터통신,투자자들,심리,위험,선호,가치,신흥국,통화,분위기,위즈덤트리,이머징,스트레티지,ETF,CEW,0.73%,17.96달러,거래,2월,최고치,기록,오안드,전략가,에드,모야,시장,수석,화이자,코로나19,백신,위험,자산,수요,강세,신흥국,통화,반등,미국,달러,동시,외환시장,서울,외환,시장,추세,원화,강세,분위기,서울,외환,시장,달러,대비,원화,환율,4.6원,1118.5원,개장,환율,원화,가치,상대적,의미,원화,환율,방향,미국,달러화,결정,변수,출범,내년,미국,정부,규모,경기,부양책,회복,미국,경제,뉴욕,유입세,증시,자본,부양책,규모,약세,수록,달러화,경제,회복,자본,유입,강세,수록,달러화,화이자,코로나19,백신,소식,금융시장,글로벌,금융,시장,안전,자산,가격,미국,국채,상품시장,가격,미국,재무,발행,국채,수익,0.957%,기록,최고치,기록,30년,국채,수익,1.599%,1.750%,상승,국채,수익,국채,가격,반대,뉴욕,상품,거래소,NYMEX,선물시장,급락,온스,5.0%,1854.40달러,거래,3개월,최저치,기록,이날,뉴욕,증시,가치,투자,귀재,워런,버핏,버크셔해서웨이,회장,코로나19,투자,배릭골드,채굴,업체,6.82%,ETF,SPDR골드쉐어즈,GLD,4.43%,트러스트,아이쉐어즈,골드,IAU,4.35%,하락세","미국,달러화,뉴욕,신흥국,투자자,코로나19,etf,화이자,인베스코",중국발 코로나바이러스19(COVID-19)가 재확산한 가운데 백신 긴급 사용 승인 요청 관련 소식이 나오면서 하루 만에 일본 엔화 가치가 급락하고 미국 달러화 가치가 올랐다. 미국 화이자 독일 바이오N테크가 공동 개발 중인 코로나바이러스19(COVID-19) 백신 효과가 90%이상이라면서 미국 식품의약국(FDA)에 백신 긴급 사용 승인을 요청할 것이라고..,http://news.mk.co.kr/newsRead.php?no=1152503&year=2020,
02100601.20201110104047001,20201110,한국경제,김명일(mi737@hankyung.com),"화이자 코로나백신, 영하70도서 단 5일 보관가능 '치명적 결함'",미분류,,,,,,파젤리,"미국,유럽,뉴욕","바이오엔테크,아스트라제네카,화이자-바이오엔테크,한경닷컴,BI,톰슨로이터,화이자,모더나","코로나백신,영하70도,보관,가능,치명적,결함,화이자,바이오엔테크,감염증,신종,코로나바이러스,코로나19,백신,후보,효과,소식,9일,현지시간,뉴욕,증시,다우,지수,2.95%,기대감,일각,후보,백신,대량,생산,유통,비관,전망,블룸버그인텔리전스,BI,파젤리바이오애널리스트,이날,보고서,화이자,바이오엔테크,시험,사례,숫자,주목,바이오엔테크,참여자,94건,감염자,사례,바탕,효과,애초,효과,60~70%,수준,실제,효과,90%,바이오엔테크,설명,톰슨로이터,화이자,바이오엔테크,시험,소식,외부,전문가,반응,효과,안전성,주목,시작,화이자,바이오엔테크,중간,결과,코로나,노인층,효과,후보,물질,감염증,중증,발전,부작용,안전성,가늠,데이터,안전성,전문가들,주시,대목,백신,생산,보관,운송,조건,BI,파젤리,이날,보고서,화이자,바이오엔테크,후보,보관,운송,영하,정도,유지,모더,후보물질,영하,유지,설명,화이자,바이오엔테크,후보물질,영하,정도,영하,보관,정도,파젤리,설명,영하,70도,보관,정도,백신,대량,생산,보급,가능,미지수,미국,유럽,코로나19,바이러스,D614G형,D614G형,전염력,톰슨로이터,D614G형,바이오엔테크,모더나,백신,후보,대응,변신,백신,무력화,얘기,아스트라제네카,후보,물질,D614G형,비교,바이러스,변신,가능,한경닷컴","바이오엔테크,화이자,전문가,안전성,감염증,코로나19,파젤리,톰슨로이터,d614g형,후보물질,감염자,참여자,전문가들,코로나바이러스,아스트라제네카,70도,다우,뉴욕,기대감,블룸버그인텔리전스,코로나,bi,노인층,미국,94건,파젤리바이오애널리스트,부작용","화이자와 바이오엔테크가 개발 중인 신종 코로나바이러스 감염증(코로나19) 백신 후보가 효과가 큰 것으로 나타났다. 이같은 소식에 9일(현지시간) 뉴욕 증시의 다우 지수가 2.95% 뛰는 등 기대감이 높다. 
 
하지만 일각에선 해당 백신 후보를 대량 생산해 유통하는 것은 힘들다는 비관적 전망도 나온다. 
 
블룸버그인텔리전스(BI) 샘 파젤리바이오애널리..",https://www.hankyung.com/economy/article/2020111027607,
01100801.20201109001044001,20201109,조선일보,"김은정 기자
김은정 기자  유지한 기자  김수경 기자","터널의 끝인가, 화이자 백신 소식에 세계증시 급등",경제>증권_증시, 경제>외환, 국제>유럽_EU,,,,"앨버트,이정표","독일,프랑스,유가와,미국,북해,유럽,우구르,한국,최고경영자,서부텍사스,영국,뉴욕,인도분,런던","바이오엔테크,미국 식품의약국,FDA,ICE 선물거래소,불라,CAC,스탠더드앤드푸어스,다우존스,화이자,뉴욕상품거래소,뉴욕증권거래소,NYSE,파리,S&P,런던","터널,백신,소식,세계,증시,급등,효과,코로나백신,유럽증시,폭등,뉴욕,증시,상승,출발,미국,제약사,화이자,독일,바이오엔테크,공동,코로나,백신,후보,물질,최종,단계,시험,임상,90%,유효,입증,9일,현지,시각,백신,가능성,백신,가능,소식,유럽,증시,5~10%,가량,폭등,세계,금융,시장,환호,회사,이날,한국,가지,가지,코로나,증상,환자,결과,90%,효과,입증,백신,경쟁,백신,글로벌,제약사,정도,성공,데이터,회사,화이자,최고경영자,앨버트,불라,최고,경영자,CEO,성명,코로나,감염,사상,최고,기록,백신,중대,이정표,추가적,효능,안전,데이터,공개,독일,바이오엔테크,CEO,유효성,백신,유효,60~70%,정도,예상,90%,효과,90%,결과,코로나,통제,의미,과학,혁신,승리,평가,화이자,2개월,안전,데이터,확보,준비,결과,이달,미국,식품,의약국,FDA,요구,데이터,안전,이달,백신,긴급,승인,신청,계획,회사,승인,절차,순조,진행,연말,회분,1인,2회,접종,2500만,명분,백신,생산,블룸버그통신,외신들,결과,백신,안전성,평가,보도,고령층,코로나,취약,계층,안전성,백신,팬데믹,세계적,대유행,기대감,세계,증시,환호,회사,유럽,증시,상승,거래일,대비,5~10%,수직,미국,뉴욕,증시,다우지수,5%,,500지수,급등세,출발,팬데믹,경제,회복,국제,유가,10%,급등,9일,현지,시각,미국,뉴욕,유럽,증시,반등,주가,15%,장중,최대,15%,급등,이날,뉴욕증권거래소,NYSE,다우존스,산업,평균,지수,전장,834.57포인트,2.95%,급등,2만,거래,5개월,상승,스탠더드앤드푸어스,S&P,지수,전장,41.06포인트,1.17%,3550.50,기록,중심,나스닥,지수,181.45포인트,1.53%,하락,1만,마감,이날,화이자,주가,개장,거래,시작,장중,달러,15.36%,거래일,대비,15.36%,기록,사상,최대,하락세,마감,거래일,대비,7.6,1%,2.77달러,39.17달러,마감,증시,유럽,주요국,소식,코로나,백신,진전,7%,급등,프랑스,파리,CAC,지수,급등,거래일,종가,대비,7.57%,5336.32,기록,지수,독일,DAX,4.94%,3095.97,마감,영국,런던,FTSE,지수,4.67%,상승,6186.29,가격,원유,상승,미국,서부,텍사스원유,WTI,선물,인도,3.15달러,전장,대비,달러,8.5%,급등,배럴,달러,기록,선물거래소,런던,ICE,선물,거래소,북해,브렌트유,내년,3.11달러,7.9%,배럴,달러,기록,4달러,폭등,장중,배럴,6개월,최대,상승률,최대,상승,경신,안전자산,국제,금값,유가,반대,폭락,이날,뉴욕상품거래소,인도,온스,97.30달러,1854.40달러,거래,효과,코로나,백신,기대감,투자자들,안전자산,위험자산","코로나,미국,거래일,화이자,유럽,독일,안전성,런던,배럴,제약사,1만,팬데믹","미국 대형 제약사 화이자가 독일 바이오엔테크와 공동 개발 중인 코로나 백신 후보 물질이 최종 단계인 임상 3상 시험에서 90% 유효성을 입증했다고 9일(현지 시각) 밝혔다. 백신 개발 가능성이 높아졌다는 소식에 유럽 증시가 5~10%가량 폭등하는 등 세계 금융시장이 환호했다. 
 
두 회사는 이날 오후 8시 45분(한국 시간) “한 가지 이상 코로나 증..",https://www.chosun.com/economy/economy_general/2020/11/09/W3EHL6K5E5B4JHTS2JGQM5VTV4/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,
07101201.20201107185004001,20201107,디지털타임스,이규화,"러시아, `세계 최초 승인` 코로나백신 일반인 대상 접종 2주내 시작",국제>러시아, 국제>유럽_EU, 국제>중남미,,,,"긴츠부르크,알렉산드르","스푸트니크,모스크바,모스크바주,러시아","정부,긴츠부르크,타스 통신,보건부,러시아","러시아,세계,승인,코로나백신,일반,대상,접종,2주,시작,러시아,세계,승인,코로나백신,일반,대상,접종,2주,시작,러시아,자체,세계,공식,승인,스푸트니크,코로나19,백신,스푸트니크,일반,대상,대중,접종,본격적,7일,현지시각,타스,통신,스푸트니크,백신,스푸트니크,러시아,보건부,산하,가말레야,국립,전염병,미생물학,센터,소장,알렉산드르,긴츠부르크,이날,2주,모스크바,모스크바주,대중,접종,시작,이달,대중,접종,50만,분량,공급,12월,3배,물량,공급,긴츠부르크,소장,발언,백신,생산,공급량,이달,고위험군,일반인,대상,접종,해석,현지,보건부,지역,공급,백신,의사,교사,고위험군,러시아,정부,스푸트니크,백신,스푸트니크,세계,공식,승인","스푸트니크,러시아,보건부,긴츠부르크,고위험군,2주,코로나19,전염병,알렉산드르,가말레야,3배,미생물학,현지시각,모스크바주,모스크바,공급량,50만,코로나백신,일반인,백신,접종,공급,대중,대상,세계,현지,승인,이달,시작,소장","러시아, '세계 최초 승인' 코로나백신 일반인 대상 접종 2주내 시작 



 러시아가 자체 개발한 뒤 세계 최초로 공식 승인한 코로나19 백신 '스푸트니크 V'의 일반인 대상 대중접종이 본격적으로 실시된다.



 7일(현지시각) 타스 통신에 따르면 스푸트니크 V 백신을 개발한 러시아 보건부 산하 '가말레야 국립 전염병 미생물학 센터'의 알렉산드르 긴..",http://www.dt.co.kr/contents.html?article_no=2020110702109969660001&ref=jeadan,
02100101.20201104175605001,20201104,매일경제,강봉진,미래의 코로나백신 기지 `K바이오` 훈풍,경제>반도체, 경제>자동차, 경제>유통,,,,"선민정,이혜린","미국,유럽","KTB투자증권,셀트리온,아스트라제네카,전염병예방혁신연합,SK케미칼,노바백스,화이자,삼성바이오로직스,녹십자,GSK,하나금융투자,모더나","미래,K바이오,코로나백신,기지,훈풍,겨울철,미국,유럽,중심,대유행,코로나19,팬데믹,본격화,백신,글로벌,코로나19,치료제,위탁생산,CMO,Manufacturing,Organization,업체,바이오,주목,모더,글로벌,제약사,코로나19,백신,연내,업체,바이오,체결,CMO,계약,주가,훈풍,증시,바이오,기업,주가,약진,삼성바이오로직스,4.86%,대비,4.86%,73만,마감,셀트리온,4.44%,27만,거래,SK케미칼,6.67%,39만,녹십자,1.19%,38만,마감,CMO,개발사,생산,제조,걱정,연구개발,전념,의약품,생산,대행,생산,역량,효율적,생산,바이오기업,CMO,활용,제조,원가,반도체,업계,제조,생산,전문기업,파운드리,개념,금융,투자,업계,팬데믹,코로나19,수주,CMO,신규,실적,예상,바이오기업,대표,바이오,기업,삼성바이오로직스,4월,GSK,아스트라제네카,글로벌,제약사,CMO,계약,추가,계약,기대감,9월,위탁,계약,체결,3일,마감,회사,2030년,10년,182억,계약,규모,CMO,체결,연구원,선민정,금융,투자,계획,증설,코로나19,유행,지속,글로벌,제약사,일환,생산,기지,다변,삼성바이오로직스,체결,CMO,계약,SK케미칼,선두권,코로나19,백신,분야,선두,글로벌,제약사,생산,계약,백신,백신,수혜,예상,회사,아스트라제네카,7월,21일,공급,협력,의향서,노바백스,8월,생산,계약,체결,녹십자,전염병예방혁신연합,지난달,전염병,예방,혁신,CEPI,최대,도즈,1도즈,접종량,분량,코로나19,백신,CMO,합의,체결,연구원,이혜린,KTB,투자,증권,도즈당,달러,1억,3억,도즈,생산,영업이익률,OPM,40~50%,가정,매출액,연간,최소,최대,연간,영업,이익,920억,최대,체결,CMO,계약,실적,기대감,주가,바이오,업체,삼성바이오로직스,주가,2배,가량,86만,원대,SK케미칼,7배,상승,46만,원대,녹십자,신고가,연일,40만,바이오,CMO,업체,투자,실적,확인,투자,목소리,선민정,연구원,CMO,계약,체결,기업들,CMO,계약,실제,실적,연결,치료제,백신,실적,개선,지연,기대감,주가,폭등,확인,조언","코로나19,cmo,삼성바이오로직스,녹십자,기대감,바이오기업,연구원,선민정,제약사,이혜린,아스트라제네카,도즈,치료제,코로나백신,도즈당,접종량","겨울철을 앞두고 미국과 유럽을 중심으로 코로나19 2차 대유행(팬데믹)이 본격화하면서 글로벌 코로나19 백신 치료제 위탁생산(CMO Contract Manufacturing Organization)을 맡게 될 국내 바이오 업체가 주목받고 있다. 화이자, 모더나 등 글로벌 제약사들의 코로나19 백신 개발이 연내로 다가온 것으로 알려지면서 국내 바이오 업체..",http://news.mk.co.kr/newsRead.php?no=1133691&year=2020,
